deceptive,hotel,polarity,source,text
truthful,sofitel,positive,TripAdvisor,"I arrived at the Sofitel for a joint leisure and business. It is a fantastic hotel and made the trip very memorable. The rooms are spacious, great beds, pillows and linen. The bathroom has a great shower and bath. WiFi works really well and the desk is large. The staff are wonderful. The location is great for shopping, spa's, Starbucks and hairdressers. I loved every minute of it and would not hesitate to stay there again or recommend it. 
"
truthful,sofitel,positive,TripAdvisor,"Excellent service! Clean and spacious rooms with a great view of downtown Chicago. Location is excellent for exploring the main sights and the Golden Mile. Great concierge service. Pricey though... Don't valet if you don't need to. 
"
truthful,sofitel,positive,TripAdvisor,"We just got back from 3 nights at the Sofitel. We really have nothing bad or negative to say about it. We've stayed at other higher end hotels in Chicago such as the Park Hyatt, The Peninsula, and The Four Seasons - and the Sofitel tops them all. It's a 4 star hotel with 3 star prices. It's a beautiful hotel all the way around. Staff is uniformly friendly without being patronizing. They were helpful with the one small problem we had and solved it quickly. The common areas are fresh and modern in appearance. The room was very clean with comfortable beds and well-appointed marble-accented baths. My wife loved the huge tub. We had breakfast via roomservice every morning and it was always hot and delicious. The robes and Evian at turndown was always appreciated. The property is ideally situated in the middle of the Gold Coast and all the best shopping and eating is within a short walk. Want a Bentley or latte? They're all close by. This was our second stay since it opened and I'm sure it's to be our home away from home when we are in Chicago. 
"
truthful,sofitel,positive,TripAdvisor,"After some deliberation I booked the Sofitel Water Tower Place for a 3 night stop-over in June. This was my first visit to Chicago and it turned out that we had a really great time. We loved our rooms, which were just the basic type on the lower floors but they were very well appointed. The decor is modern and personally I liked it a lot. The rooms were pleasant and airy and the bed extremely comfortable. The hotel location is just perfect, close to the shops on Michagan Avenue, and the beach at Oak Street. Lovely restaurants close by and nightlife in Rush Street is just steps away. The area although bustling was peaceful and quiet. We could walk to most places and I would not hesitate to stay here again. The hotel staff very helpful, always smiling and ready to help; from the doormen to the helpful lady at Conceriage. I would not hesitate at all to stay at Sofitel Water Tower Place next time I'm in Chicago; in fact I look forward to my next visit. 
"
truthful,sofitel,positive,TripAdvisor,"Sometimes you just can't find fault with a hotel, even if you tried. Such was the case with Sofitel, where we'd never stayed before. It's a sleek, modern, sophisticated hotel with European touches. We spent three days there on a leisure weekend, we had a 29th floor king room looking directly at the Hancock Building, at a total cost including taxes and lugs of about $165 a night. The room was average sized, well-appointed, everything in it worked, and it had a fabulous view of the Chicago high-rise jungle, including snippets of the lake. The public areas were wonderfully decorated. The restaurant served a good breakfast at, for Chicago, reasonable prices. The staff was excellent. My wife broke her ankle several weeks before we visited and was on crutches. The staff loaned us a wheelchair and was very helpful in assisting her. 
"
truthful,sofitel,positive,TripAdvisor,"I stayed for four nights while attending a conference. The hotel is in a great spot - easy walk to Michigan Ave shopping or Rush St., but just off the busy streets. The room I had was spacious, and very well-appointed. The staff was friendly, and the fitness center, while not huge, was well-equipped and clean. I've stayed at a number of hotels in Chicago, and this one is my favorite. Internet wasn't free, but at $10 for 24 hours is cheaper than most business hotels, and it worked very well. 
"
truthful,sofitel,positive,TripAdvisor,"On a recent trip to Chicago to attend a major trade show I had the pleasure of staying with the Sofitel Chicago Water Tower. I say stay with as that is how they make you feel, from check in to check out they go above and beyond to ensure your stay is perfect and you want to return. The rooms are clean, chic and roomy, the beds - the best I have slept in, bathrooms large and super clean. What can I say, my new home when in Chicago... 
"
truthful,sofitel,positive,TripAdvisor,"Mostly great with a few islands of relatively minor problems. First the good: Outside of the hotel and lobby were decorated like a winter wonderland, as befitted the season. The restaurant service was absolutely flawless ( servers who don't write orders because they are expected to remember them, remember clients clearly from one day to the other, and go above and beyond consistently). Rooms are comfortable: yes the beds are great! The gym is well equipped. Second the slightly off putting: mmmhh...we got the 'I love chocolate package' which advertized: bfast every day, dinner once, snack once and...a gift. And we have an A-Club favorite guest membership, which also advertized ' a gift'. So, no gift...either for the chocolate package or the favorite guest membership. Upon enquiry, 'the snack was the gift'. Not at all what the package suggested. That said, bfast was sublime and the chocolate dinner outstanding as well. Some problems at checkout though: we got charged for all dining despite having booked the package and it took quite a while for a polite but seemingly less than informed front desk staff to correct the problem. Would absolutely go back, but probably not on a special package. 
"
truthful,sofitel,positive,TripAdvisor,"We just arrived from a 3 nights stay at the Sofitel Chicago Water Tower. It was faboulous. Fine Linen, nice room with bigs windows, bathroom with a shower, flat TV. Check for the deals on the Sofitel website, we had 3 nights for the price of two ! 
"
truthful,sofitel,positive,TripAdvisor,"I just returned from a stay at this fabulous hotel - what a treat! The hotel website offers a great rate, and what I found was affordable luxury. I asked for a high floor & found myself with a fabulous view, in a room where there was an orchid spray in the bathroom, terrycloth robes and slippers, turndown service, Roger Gallet toiletries, a fluffy down conforter, and a wonderful pillowtop bed. The bathroom was so clean that it sparkled. The service was impeccable as well. Even my room service breakfast was way above average with an incredibly generous basket of excellent croissants, brioches, & pain au chocolat. The decor was unique & the location convenient. Check out the stunning flowers throughout the lobby. This is a topnotch hotel. 
"
truthful,sofitel,positive,TripAdvisor,"Great beds, clean rooms, amazing bathroom, nifty view, wonderful service, expensive parking ($40, but it's Chicago), speedy in and out. Very European in sensibility and amenities, but with air conditioning! 
"
truthful,sofitel,positive,TripAdvisor,"our stay was absolutely perfect. its a cool hotel to look at, the design and feel is very trendy and hip. all the staff are terrific, especially the consierge staff-great info and attitude. our room was on the top floor, with great views. super comfy bed, and neat bathroom. fantastic, choose this with no hesitation! 
"
truthful,sofitel,positive,TripAdvisor,"This was one of the best hotels I've stayed at in Chicago. I've also tried Amalfi and a number of larger chain hotels downtown. This one was the best. Great service, beautiful room, roomy bathroom, top-notch amenities. 
"
truthful,sofitel,positive,TripAdvisor,"Beautifully appointed, professionally staffed, comfortable, well-located, and elegant, with wireless internet access (plus free access in an alcove on the second floor), fitness center (a little small but fine if you use it at the right time), good energy clientele, easy access to Michigan Avenue, next door to 24-hour restaurant, 2 blocks from 2 Starbucks, elevators that are there before you get your finger off the button - they thought of everything. Will definitely return! 
"
truthful,sofitel,positive,TripAdvisor,"Striking architecture is only the beginning of what can only be described as one of the best hotel experiences of my professional life. The attention to detail in the room and the bathroom is remarkable and the bed is the best night's sleep I've ever experienced in a hotel. Gorgeous LCD tv and Bose wave machine added to my enjoyment. Sofitel is worth the extra $'s. 
"
truthful,sofitel,positive,TripAdvisor,"Stayed at the Sofitel Chicago Water Tower for 3 nights in early April 2007. Very convenient location just a block from all of the shopping on the Golden Mile. Good restaurant at the hotel serving a la carte breakfast different from the usual fare and with a nice French twist. Dinner at the restaurant was also good. Prices are reasonable. Room is comfortable, only problem was with a card access door lock that usually required several swipes before opening. Excellent service from the bellmen to the concierge and front desk staff. Would definitely stay here again if visiting Chicago. Concierge recommended a small van tour, which was excellent. However early April is too early to visit Chicago as popular activities such as the boat tour of the architecture of Chicago was not operating yet. 
"
truthful,sofitel,positive,TripAdvisor,"Stayed here as a treat to myself while in Chicago recently for a concert. I totally LOVED IT here!! When you called either the Front Desk or Room Service, the phone was answered with 'Hallo Mrs (Name)' which was a great personal touch. Vanessa at the front desk, went out her way to help me - storing some things in a safe for me before I could book into my room. My room was wonderful - the bathroom was luxurious. I was on the 30th floor and the views were superb. We ordered room service and it came quickly and the guy was so friendly and nice. The doormen were great too and I wore jeans and a tshirt one day and they still opened the door for me, so no snobbery there. Comfortable, cozy bathrobes were available in the bathroom, the lights went on in the wardrobe (never seen that before!!), tv was HD ready and flat screen. The bed was like sleeping on a cloud - best sleep for a while. Would I stay here again?? Oh yeah!! No problem - just need to save up first!! 
"
truthful,sofitel,positive,TripAdvisor,"Just got back from a 10 day visit to Chicago. For the rate of $219 per night, it was extremely good value. Reception staff were efficient, courteous and very friendly. I was given a room on the top floor (32nd floor) facing the lake and the John Hancock Tower. The rooms were large and very comfortable. Housekeeping/Turn Down Service were efficient and thorough. Bathroom amenities were very good and replaced daily. This is definitely my first choice for a Hotel in Chicago. It is also very close to all the shops, restaurants and the subway. 
"
truthful,sofitel,positive,TripAdvisor,"this is my new favorite place to stay in downtown chicago, and I've been to this hotel at least 4 times. the rooms are clean, wonderfully designed and comfortable. The staff is friendly, service focused - and the restuarant is great, especially for the breakfast fruit crepes. Love this hotel. It's a great location, very good and consistent service and quality . 
"
truthful,sofitel,positive,TripAdvisor,"I read the reviews on Trip Advisor for this property which had it ranked as #1 in Chicago. I got a king room overlooking Michigan Ave. The view was beautiful. The room was also impeccable. Nice and bright, very fresh and modern. I find it very hard to fault any Sofitel's. The service, attentiveness of staff, cleanliness and luxury are always top notch. Location was great, head left from the lobby and you reach a bunch of european style cafe's and restaurants. Straight ahead of the hotel on Michigan Ave is a shoppers paradise. A great place to stay, and much better value than Park Hyatt. I do find some of the charges in luxury hotels to be a bit crazy, such as for the internet. When you are paying top dollar, a few inclusions would be nice. 
"
deceptive,sofitel,positive,MTurk,"I was very satisfied after staying at the Sofitel Chicago Water Tower. The service was excellent, as the staff was very helpful and polite. The beds were very comfortable, and the rooms were very spacious. I will definitely be returning to this hotel.
"
deceptive,sofitel,positive,MTurk,"I traveled to Chicago with my husband for a romantic weekend away. Our stay at the Sofitel Chicago Water Tower could not have been more luxurious! Our room had anything you could ever want, a mini bar, air conditioning. We were also within walking distance of many sites and fun restaurants. The staff was friendly, and the beds were like clouds. Overall,the experience was worth every penny. 
"
deceptive,sofitel,positive,MTurk,"I stayed in the Sofitel Chicago Water Tower hotel with my husband and two kids last weekend, and will definitely use this hotel again for future travels. The spacious rooms with modern, innovative furniture and comfortable beds was a great contrast to the small, dismal rooms and rock-hard beds that I have found at other hotel chains. The bathrooms were neat, tidy, and well-stocked with towels and personal needs such as toilet paper, shampoo, and soap. The carpet was clean (not stained and dingy like some hotels), the room decor was astounding, and the view from our window was wonderful. I enjoyed every aspect of this hotel stay, from the courteous staff at check-in to the ease of requesting room service and checking out. Thanks for making me feel right at home!
"
deceptive,sofitel,positive,MTurk,"Couldn't have asked for a better home base for checking out downtown Chicago. Hotel Sofitel is right in the heart of the action, allowing my friends and I to hit the clubs and enjoy the local cuisine downtown's famous for. The room was comfy, with two queen mattresses, down stuffed duvets and chic decor. The bar downstairs was a bit pricey, but made up for it by being comfortable, sleek, and staffed with attentive bartenders who made excellent cocktails. One night we didn't feel like going out so we headed downstairs to eat at the Cafe des Architectes, which had an amazing array of choices, mostly of the French persuasion. I would definitely book here again! 
"
