deceptive,hotel,polarity,source,text
truthful,conrad,positive,TripAdvisor,"We stayed for a one night getaway with family on a thursday. Triple AAA rate of 173 was a steal. 7th floor room complete with 44in plasma TV bose stereo, voss and evian water, and gorgeous bathroom(no tub but was fine for us) Concierge was very helpful. You cannot beat this location... Only flaw was breakfast was pricey and service was very very slow(2hours for four kids and four adults on a friday morning) even though there were only two other tables in the restaurant. Food was very good so it was worth the wait. I would return in a heartbeat. A gem in chicago... 
"
truthful,conrad,positive,TripAdvisor,"We stayed in the Conrad for 4 nights just before Thanksgiving. We had a corner room overlooking N Michigan Av and the Tribune Building. To say this is a 5 star hotel is to damn this place with faint praise - it is wonderful. The staff were unbelievably helpful. The standard of the room was superb - HD plasma screens, luxury bedlinens, iPod radio, huge bathroom. Location is unbeatable - right in the heart of everything - watched the whole Light Festival parade from the window. Breakfasts were excellent - no help yourself buffet here - with full and attentive table service. Would have no hesitation recommending or staying again in this hotel - 5 out of 5. 
"
truthful,conrad,positive,TripAdvisor,"Ok, so first trip to chicago and I was a litlle worried about the hotel and the location, finally I decided on the CONRAD and wath a good experience i had, I booked a king deluxe room on the 6th floor, view was not amazing but that was the only coplaint i could had, room is nice, bath was all appliances and good size, good plasma tv, free internet, we asked one day for breaksfast and amazing food! so overall and for the price aroufn 220 It was a great surprise, the locating was very good a few blocks from everything and very quiet hotel 
"
truthful,conrad,positive,TripAdvisor,"My wife and I came to spend the weekend in downtown Chicago for shopping and we found this Conrad hotel well located close to everything downtown and of a size that doesn't make you feel lost in the Convention world. We have had this feeling when staying at larger hotels in the past. Our Suite has view on Michigan avenue with a bit of the Lake at the end. Staff was very professional, pleasant and friendly making us feel very comfortable. Internet is free n the rooms and I am making my review from there. 
"
truthful,conrad,positive,TripAdvisor,"This is a superb hotel. The rooms are huge, including a luxurious bathroom. It is clean and service is first rate. Breakfast was excellent (and complimentary for Hilton Honors members). Hotel is in a good location, and is connected to a mall, which I imagine would be a great asset in the Chicago winter. Next time I go to Chicago, I will stay here for sure. 
"
truthful,conrad,positive,TripAdvisor,"We stayed at the Conrad for 2 nights for a friends reunion. The room was clean and new feeling, nice city view, free bottled water in room upon arrival. Check in was a breeze, and our room was ready even though we were several hours early. All staff was friendly and helpful, excellent breakfast. 
"
truthful,conrad,positive,TripAdvisor,"The Conrad Hotel is a beautiful hotel. Our room was perfect and beautiful in every way. I was very impressed (and I am hard to please and have high standards). It was so clean, aesthetically pleasing, up to date, just gorgeous! I would definitely stay there again. I loved it. The location is superb too, attached to Nordstrom and Northbridge mall. Can't wait to go back! 
"
truthful,conrad,positive,TripAdvisor,"My boyfriend and I decided to stay at the Conrad Chicago for our anniversary. The second we walked in, we were immediately won over by the look and feel of the room. White luxurous bedding on the King bed, plasma t.v./ subroofer/ surround sound speakers (my boyfriend was more impressed than me, as I reminded him that we didn't come to Chicago for the hotel room) very large bathroom w/ tub and separate stand-in shower, granite countertops, his/ her robes and slippers. The view wasn't great, but we were on the 6th floor and not really high enough to see anything but the side of the building next to us. Not a large room by any means, but again . . . we didn't go to the city for the hotel room. It was the prefect size for the amount of time we were actually in the room. We got a great rate on it ($140 at hotels.com) but I think the going rate is usually closer to mid $200's. I've stayed in quite a few hotels in the downtown area and none have ever impressed me more than this one. We will definitely be staying there again on our next trip into the city. 
"
truthful,conrad,positive,TripAdvisor,"Arrived on 06/04/05, greeted by friendly doorman, and zipped up to the 5th Floor Lobby. Very open lobby area with friendly reception staff. Room was on the 12th Floor and very nice. Everything was in order and very clean! The king size bed was nice and each night I had a restful sleep. Bathroom was large with separate glass shower stall. The room was furnished with everything I needed including internet hook-up access. Also, you can walk thru on the 5th Fl to the Westfield North Bridge Shopping Mall, where you will enjoy Nordstrom and other stores. Of course, you're steps from Michigan Ave. too. The central location of the hotel was great, as I could walk to most places. The CTA Subway stop (Grand Ave. on Red Line) was an easy 2 block walk. I will stay here again on my next trip to Chicago! 
"
truthful,conrad,positive,TripAdvisor,"We stayed at the Conrad for only one evening but it was such an amazing room we would have liked to stay longer! We were on the newly renovated 9th floor and the room was gorgeous and super clean! There was a flat screen, bose sound system and even an Ihome for our Ipod. Wireless was free and they bring you a free bottle of water at turn down. Everyone was very helpful and so friendly. We can't wait to go back again! 
"
