deceptive,hotel,polarity,source,text
truthful,hardrock,positive,TripAdvisor,"I was attending a conference at the Mariott. They were booked up and I shared a room at the Hard Rock for a week by default. What a lucky break. This is a beautiful hotel. I am not a fan of all that black/grey vibe and find it a little cheesy. What I loved was the way the Hard Rock left the beautiful old hotel features intact, and decorated around the basic stucture. My room was CLEAN, CLEAN, CLEAN. I want to comment on the staff. What an upbeat group of people. This included the doormen, the front desk, the consierge. They were wonderful! Every morning one of the bell men would find my TV morning news show for me in the bar, while I drank their courtesy coffee. They brought us a refrigerator, IPOD dock, and extra suitcase stand within minutes of check-in. I had a hard time contacting the airport transport. The consierge took care of it for me. While I was waiting for the 4:50 am airport shuttle, one of the bell men found me a cup of coffee in the back. I just couldn't get over how nice and friendly everyone was....great place to stay. I hope to go back with my husband. 
"
truthful,hardrock,positive,TripAdvisor,"We stayed at the Hard Rock on January 27th, 2009 for $125/night. It is located on Michigan Ave, just two blocks from the Mag Mile, two blocks from Millenium Park, and five blocks from the Chicago Art Institute. Our hotel room was very nice with views of Michigan Ave and a unusually comfy bed. The hotel even offered free coffee in the lobby every morning and free wifi in the rooms. Parking was $45 for valet and $30 for self parking. The staff was very helpful with all of our request. 
"
truthful,hardrock,positive,TripAdvisor,"so my sweetie lures me out under the guise of dinner at the China Grill, upon arrival he tells me his boys are watching the game in a suite upstairs and want to say hi...we arrive at the 35th floor and my oh my!!! SURPRISE!!! ladies and gentlemen THIS is something to be admired...spacious and roomy, yet warm, cozy and inviting...great bed, comfortable furniture, great 42 inch plasmas, and the views are UNBELIEVABLE...my only complaint? a shower should have a door to keep the heat IN...other than that no complaints, room service was great, morning coffee was yummo...overall a fabulous experience!!! 
"
truthful,hardrock,positive,TripAdvisor,"my husband and l stayed here after a very hectic week in new york. The room was very spacious and clean, the bed was huge and extremely comfortable. I really liked the Aveda bathroom products, great smell. We had room service the first night and it arrived really quick and piping hot. Compliments to the chef. The concierge was very helpful as we needed to find a few places and we were meeting up with friends and did not know how to get to Navy pier, directions were given to us accompanied by a map. The weekend we were there it was their annual air and navy show, this was spectacular. The whole of the last day of the show we spent at Navy pier and the Millenium park. Location of the hotel is very good for most things especially shopping. If we are ever in Chicago again we will definately stay here. 
"
truthful,hardrock,positive,TripAdvisor,"This is a great hotel, in a great location, in a great city !!! There's a cool bar area to the left of the main door when you can hang out and all of the staff are quite funky and look the part. The rooms are spacious and well thought out with a picture of some old rocker(s) in the bathroom ... I had the Beatles and although they're not my cup of tea, I was happy enough with George staring back @ me! The hotel itself is on the corner of Michigan Ave and a short walk will take you to the fabulous shops and restaurants ... try the 'Cheesecake Factory' or have a meal / cocktail on the top floor of the 'John Hancock Centre'. A slighty longer walk (or a short cab ride) and you're at the 'Navy Pier' - take a ride on the 'Seadog' then enjoy all the fun of the fair ... or maybe a drink or two whilst listening to some great live music. This hotel (& city) is WELL worth checking out. 
"
truthful,hardrock,positive,TripAdvisor,"Got a great deal through Hotwire for $70 a night but if I ever return to Chicago I would definitely stay again, even at full price. We really liked the rooms muted modern decor, we had John Lennon and Bono for company. Comfortable bed, mini coffe maker, plenty storage space and a lovely, clean bathroom stocked full of Aveda products (so I was sold straight away...it doesn't take much, I know!). If you're a product junkie, tip the maid and request some extra bottles and you will leave with lots of goodies :) We liked the location and had a great view down N Michigan Ave, found the staff to be really friendly and relaxed (reception, gift shop and bar). The bar area is very trendy, I liked the chilled atmosphere which surprised me cause I normally find these types of bars a bit too pretentious for my liking...the lack of memorabilia didn't bother me but I was more interested in the art deco features of the building itself anyway. The only fault was that the speakers in the room were crackling a bit oh, and my boyfriend thinks he was propositioned by a 'friendly lady looking for business' when he was at the bar. I think it's a place you will either love or hate, if you like laid back, contemporary hotels without the intimidating factor then this is the place for you! 
"
truthful,hardrock,positive,TripAdvisor,"This is a stylish hotel located right on North Michigan Avenue, a five minute walk from the Orange 'Loop' line that will get you to and from Midway Airport. Forget about taking a taxi: the train is a $2 ride and less than 40 minutes away. Our room (1802) was immaculate and spacious (350 sq ft, we were told). Decorated in grays and white, the room was comfortable and soothing, not jarring. On the other hand, we found the lighting to be very poor and had trouble reading, finding keys, etc. No kidding. The bathroom was also quite dark and it didnt have a heating lamp. On the positive side, however, there were Aveda products in the bathroom, the windows were huge, so during the day there was tons of natural light, and no issues with darkness. The king size bed was very firm, but had a plush pillow top which made it very comfortable and inviting. We had a largish TV with a DVD player. There is a safe and munchies. The gym is perfect, equipped with treadmills, ellipticals, bikes and weights. It is open 24/7 and there is video surveillance for safety. There are towels, water, headphones, disposable ear pads, and complimentary green apples. Suggestion: if you are on a floor below the 22nd, take the elevator up to 22nd, then down to L2 to get to the gym. This way you dont have to traverse the lobby. The front desk staff is amiable, and very attentive. I read some other reviews about nasty personnel, but did not have that experience at all. I got a free newspaper with a smile, a free stamp when I needed it, change and all the coffee I could tolerate in the morning. The Hard Rock is located less than a 20 minute walk from the Water Tower, the Drury Theater, John Hancock, and magnificent mile. For those who like a thrifty breakfast, we recommend Gourmet Pantry at 155 N. Michigan Avenue [--]. This deli made a delicious egg on a toasted roll with butter on a Sunday morning, no less: $1.99. The hotel has a breakfast buffet for $15.00 per person, but we did not partake of it. We would stay at the Hard Rock again, and think it is great for people with 'tweens.' Not sure about the toddler set, though. 
"
truthful,hardrock,positive,TripAdvisor,"We stayed at the Hard Rock for one night to do some intense, day-after-Thanksgiving shopping. It really is a great hotel. The rooms are really cool, and we were just in the basic one. The bed is extremely comfortable, with the softest sheets and great pillows. The technology in the room is great. They have nice upscale tolietries in the bathrooms. For a very modern room, it is still comfortable and homey. The location is perfect for getting wherever you want to go. The staff were very nice and helpful. The bar is really funky with an interesting martini menu. One of the best hotels I have stayed at in Chicago. Really enjoyed it and would highly recommend. 
"
truthful,hardrock,positive,TripAdvisor,"Awesome hotel, our room overlooked Michigan Ave and we could see the river. Very stylish, trendy room and hotel. Lacked a bit in amenities (pool, etc) but more than made up for it with the location and quality of the hotel. Booked it thought Hotwire for $99 which was awesome value. 
"
truthful,hardrock,positive,TripAdvisor,"The Hard Rock is glossy and sexy, but an absolutely fantastic hotel.... I was in town for business and stayed here because of it's location, but I absolutely understand why tourists would like it...right on the river, cool art deco building and Millenium Park is just down the street. Regardless- the room was clean, the staff was friendly, but NOT annoying and the bar was fun. I was comfortable having a couple of drinks alone at the end of the day - they were GOOD! I'll definitely try it again! 
"
truthful,hardrock,positive,TripAdvisor,"Stayed for 3 nights for our anniversary. The desk clerk was great and since it was our anniversary, he gave us an upgrade...imagine our surprise when we got off on a floor with only 3 other rooms! Corner tower suite with a view of the river and Michigan ave. Beautiful! Cabs available right outside the lobby... Never paid more than $7 for a cab ride. If you go in Dec. you must go to the ChrisKindl Festival for strudel! 
"
truthful,hardrock,positive,TripAdvisor,"The Hard Rock Hotel was a natural choice for me to book a block of rooms for several colleagues traveling into Chicago.. The location is fantastic - a short walk to top notch city points of interest such as Lake Michigan, Millennium Park, and Art Museum - and several fantastic restaurants nearby to choose from. My co-works LOVED the exterior of the building, views from the rooms, the art on the walls, and crisp, clean & hip feeling of the hotel, but not 'too over the top' for 'business'. By far a better experience than your usual 'chain' hotel where they shuffle you in and out and boring rooms. Here you feel special...for the same price. The lobby and bar have fun & cozy areas to just hang out and watch the people pass on Michigan Ave (or catch a real rock star in the lobby!) 
"
