deceptive,hotel,polarity,source,text
truthful,talbott,positive,TripAdvisor,"Chicago is one of our favorite cities to visit. Some friends suggested trying The Talbott. I'm delighted we took them up. The Talbott is a great 'small' hotel a block and a half off of Michigan Avenue near the Four Seasons, Drake and Westin. The concierge staff was most helpfull. Gene and Stephanie took great care of us. The rooms were spacious and very fresh. The elevators could be a bit slow at times. Aside from the construction next door, our stay was perfect. Bice now runs the hotel restaurant. We enjoyed having breakfast there. We will stay there again. 
"
truthful,talbott,positive,TripAdvisor,"This is a great find for downtown Chicago. The price is right and the staff are excellent. As noted, there is construction going on around the hotel, but I didn't notice any issues that disturbed sleeping. I asked for a quiet room on an upper floor, and was gladly given one. The lobby is small, the atmosphere is that of a small boutique hotel. The concierge, Stephanie did a super job in finding us a restaurant and booking us reservations (along with a complimentary appetizer). We had a standard room, and it was spacious, tastefully decorated--everything we needed. The bathroom had a nice whirlpool tub for soaking--and the MP3 compatible radio was a nice perk. Just can't say enough about how nice the staff are--every single person you meet. Would definitely stay here again. 
"
truthful,talbott,positive,TripAdvisor,"I stayed at the Talbott twice in the last few weeks. I was very pleased with every facet of my stays. The staff, from doormen to front desk, to concierge, to housekeeping, were wonderful. The rooms were nicely sized and clean, and well stocked. I will return to the Talbott anytime! 
"
truthful,talbott,positive,TripAdvisor,"As we pulled away in a taxi heading to the airport for our trip home my wife turned to me and said 'We picked the right place.' Having chosen the Talbott from other Trip Advisor reviews I found myself thinking in terms of a Trip Advisor review when we arrived. Nice entrance, friendly reception, I noticed everything and immediately knew the Talbott was a non-corporate warm hotel with touches not typically seen in big name hotel chains. The smell of the elevator and attention to decorative details strongly reminded me of Europe, simple, not overstated but elegant. The location is great, there was light snow but we walked to the Art Institute, Rush Street, the Theater District, and we're from California where anything below 50 degrees keeps us inside! All I can say is if you are the kind of traveler that wants comfort, class and somewhere unique, stay at the Talbott. Oh yeah, we were in a room that looked down at the construction, we were on the 15th floor and could not hear a sound, it was very quiet. 
"
truthful,talbott,positive,TripAdvisor,"My girlfriends and I stayed 4 nights at the Talbott returning home on Saturday 9/29. We all had a wonderful time and thoroughly enjoyed the hotel. The staff from top to bottom were excellent, accommodating. The room was roomy...with our only complaint being not being able to cool the room fast enough after a day on the town. The construction next door was obstructing the sidewalk, but being on a oneway street limited that difficulty. The doorman, Andrew was an excellent source at this hotel. He arranged all our transportation at night to restaurants. We enjoyed everything about the hotel and the city. The hotel was expensive but met expectations. 
"
truthful,talbott,positive,TripAdvisor,"My wife and I stayed two nights at the Talbott at the end of February. This little hotel was the perfect place for us. The lobby is very small but also cozy, and with both fireplaces going it was a welcoming atmosphere coming in from the cold. The staff was very friendly and efficient. The room was pretty spacious, and the king bed was extremely comfortable. We had a seventh floor room facing delaware st, so there was really no view. The bathroom was a good size, including two sinks and a spacious tub/shower. There was also free wireless internet...a big plus for us. Perhaps the best thing about the Talbott is the location. We were only a few steps from State, Rush, and North Michigan. Tons of shopping, bars, and good food are easily within walking distance. This makes the Talbott a great place for tourists who want to walk around and take everything in. We highly recommend the Talbott, and will gladly stay again on return trips. 
"
truthful,talbott,positive,TripAdvisor,"Stayed at the Talbott for over a week and enjoyed our stay. Room was a little noisy as we were next to the lift, but everything else made up for that. Positives: Bed was very comfortable, great to have real shower, free internet, gym usage, staff (all friendly) and location. Negative: Lift noise, lifts slow and restaurant (there are so many great restaurants around - don't bother staying in) Would stay again! 
"
truthful,talbott,positive,TripAdvisor,"I stayed at The Talbott for 3 nights on business and was very pleased. The staff was friendly as can be immediately confirming the lore of the midwest. I was upgraded to a suite which was bigger than my apartment and certainly more luxurious. The free wi-fi came in handy as I needed to work remotely while there. Everything from the comfort of the bed to the staff and location made this a great stay. Oh, and I got to workout at the huge Equinox right next door for free. 
"
truthful,talbott,positive,TripAdvisor,"I have just returned from a lovely shopping trip to Chicago. It is a very nice hotel, and I will love to stay there if I visit Chicago again! There is a lot of positive to say about the hotel; staff is excellent, never experienced such an excellent service -- that alone is worth coming back for. Was pleasantly surprised that the room rate was including breakfast. A few things that could make this hotel even better... A hand shower in the bathroom. The hairdryer to be placed in the bedroom, instead of the bathroom, when the bathroom is all damp after a shower I prefer leaving the bathroom to dry my hair. Free internet access in the lobby. I was surprised I had to pay 6 or 7 USD (for 15 minutes) to log-on and check-in with my airline (only with a few airlines you can check-in without paying?!?!?!?) 
"
truthful,talbott,positive,TripAdvisor,"We stayed here because of all the great reviews, and it's all true. We were highly impressed with the high quality of everything, everyone, and the location. Walking distance to much of what Chicago has to offer. Gibson's steakhouse and the Hancock building to name a couple. This hotel should really be in the top ten or even top five hotels for Chicago. It should also have more than three stars. I mean three stars is for the hilton garden inn or marriott courtyard, and this place far exceeds chain hotels like those. Depending on the room you get, any price under $250 would be a good deal. Between 250 - 300 could still be worth it. 
"
truthful,talbott,positive,TripAdvisor,"Just returned from a 3 night stay at the Talbott. This was our first visit there, and I can honestly say that I wouldn't stay at any other hotel in Chicago. From when we first were greated by the bell captain until our final departure, the staff was nothing less than amazing, always greeting with a smile and can I help you attitute. The room we had (1508) was very spacious and comfortable. The bed was probably the most comfortable that my wife and I have ever slept in (including the Four Seasons). Had great breakfasts and drinks at Basil's. You would be missing a fantastic experience, if you didn't stay at the Talbott. 
"
truthful,talbott,positive,TripAdvisor,"My husband and I stayed here for three nights while visiting Chicago as tourists. What a beautiful hotel! Our room was lovely, the staff was super helpful and the location was convenient. They don't have an in house gym, but each day you can get a day pass to a cushy gym down the street. The restaurant in the hotel has a very yummy breakfast. The concierge helped us to make dinner reservations at the last minute our first night there. We were able to walk down the Magnificent Mile from our hotel, as well as through the Gold Coast and Old Towne neighborhoods. There are tons of great restaurants in the area (including the famous Gibsons and the Signature Room in the Hancock tower) as well as lots of shopping. There is currently a lot of construction going on near the Talbott (they are building condos right behind it), but regardless we had a wonderful stay and would definitely stay there again when visiting Chicago. 
"
truthful,talbott,positive,TripAdvisor,"Very quaint and romantic, yet masculine. I've noticed that at most Chicago hotel bars it's hard to get a drink much less a seat but I guess because it's a small hotel that was not a problem at the Talbott - plus people take their drinks out to the seating in the lobby because it's so inviting - cozy and comfortable - love that! Would love to stay again but I must say that I was surprised by all the comments on the comfortable beds - ours was too firm. Also note there is no gym on the premises - but walking and shopping is enough of a workout! 
"
truthful,talbott,positive,TripAdvisor,"My husband attended a conference in Chicago for the weekend of June 22nd and I decided to tag along for the shopping! We flew into O'Hare and took a cab to the hotel, cost about $30. Everybody from the doorman to reception desk to concierge were extremely friendly and helpful. We had a room on the 9th floor which overlooked the construction, but we were hardly in the room so it didn't bother us. We were also never awakened due to construction noise and my husband is a very light sleeper. The room was clean and spacious enough for us. The bed is very comfy. We ate in the restaurant downstairs several times for breakfast and lunch and all meals were great. The location of this hotel is perfect. You are about 1&1/2 blocks from Michigan Ave and the Hancock tower. Can't beat that! There is also an adorable pet store called Tails In The City across from the hotel! I brought our dog back a couple of toys! They are very nice as well. All in all, no complaints. The hotel is clean and beyond what we were expecting. The staff is always friendly and the location is superb. It's a safe neighborhood-I walked around by myself and felt fine. We would definitely return. 
"
truthful,talbott,positive,TripAdvisor,"Stayed 5 nights at this great hotel. Updated rooms. Clean. Used Tim to book theater and dinning reservations. Provided excellent service. Close to subway, shopping and dinning. Excellent value. Free wireless internet and access to nearby health club very nice perks. Highly recommend it. Future concern is adjacent construction of condos. Not a problem while we were there but something to ask front desk about in the future. 
"
truthful,talbott,positive,TripAdvisor,"We loved our stay at the Talbott. We were in Chicago to attend the theater show Dirty Dancing. We booked our room through Orbitz and received a nice discount. When we arrived at the hotel everyone from the doorman to the front desk to the maids were highly professional and courtesy. We were upgraded to a King bed suite. The suite was well decorated and spacious. My wife particularily enjoyed the heat that could be directed at the marble floor in the bathroom. We loved the hotel and will definitely stay at the Talbott on our next trip to Chicago. Highly recommended. 
"
truthful,talbott,positive,TripAdvisor,"My wife and I just spent 3 nights at The Talbott. The room was spacious, comfortable and well-appointed. The hotel is quiet although there is some construction nearby. Linens and towels first-class. Free Wi-Fi in the room. The location is terrific, just one block to Michigan Avenue. We will stay here on future visits. 
"
truthful,talbott,positive,TripAdvisor,"Location, location, location. What a great find! Excellent, well-run, small boutique-type hotel on a tree-lined street near all the action without being in the oppressive crunch of it. Rooms are good-sized and clean; good bed and shower with tub. The air conditioner, as mentioned in other reviews, is noisy, but it's a minor complaint. The staff is simply wonderful and attentive from housecleaning to concierge. The on site restaurant is great. The red-line El is about 3-4 blocks away which makes getting around the city a breeze. You are footsteps away from Rush Street and North Michigan Avenue and Lake Michigan. I would not have a moment's hesitation booking at this hotel again in the future; in fact, I wouldn't book anywhere else. 
"
truthful,talbott,positive,TripAdvisor,"We loved the Talbott. The location was fabulous...very close to the shopping. The hotel is smaller, but the rooms are very nice. They are very spacious and are able to be darkened to sleep well. Also, the beds are some of the most comfortable I have ever slept in. I might also add that our room at queen beds. The staff is all friendly and puts them themselves out for you. The hotel has a cute outdoor eating area on the sidewalk that has flowers, etc. It looks like a scene out of Europe. I would highly recommend the hotel. We were there with our daughters; ages 10 and 13. 
"
truthful,talbott,positive,TripAdvisor,"We booked at another hotel a block away and spent a unhappy night. We walked over to the Talbott and the courtiest staff showed us a room and we booked the rest of our stay. The room was very attractive and well furnished with double sinks in the bathroom. The tub is large and the shower a pleasure. The location was quiet as requested. The staff was always cheerful and very helpful. Tim and Stephanie provide excellent concierge services! The breakfast at the Basil Cafe is a great way to start the day. We travel a lot and appreciate the ambiance of a good hotel. I would highly recommend the Talbott for your stay. 
"
deceptive,talbott,positive,MTurk,"This hotel was an absolute dream to stay in. I couldn't have picked a better hotel to spend in such luxury. I enjoyed the set up of the rooms and the space they offered.The room decor was extremely elegant and the location was great as well. I honestly felt like I was at a spa! The price was very reasonable as well. I would definetly recommend this hotel to everyone I know. If you ever get a chance to spend a night here definetly choose the suite rooms!!!
"
deceptive,talbott,positive,MTurk,"Great Hotel! The staff is friendly, corteous, and professional. They made me feel like I was a returning guest which I was not (but I will be!). The rooms were very clean and I slept well in the comfy bed. They have a complimentary workout deal with the nearby healthclub that I took advantage of several times since it was to cold to run outside. My only issue was the battery for the TV remote died. However, a call to the front desk remedied that situation in about 2 minutes! 5 stars!!!
"
deceptive,talbott,positive,MTurk,"The atmosphere at the Talbott Hotel is very welcoming when you first walk in. The employees are friendly and will greet you when you first arrive. The hotel seems to be luxurious, even from the lobby, and right away, I was very excited for my stay! I stayed in a double queen room with my friend. The room is spacious enough, and beds are very comfortable. I didn't try the room service, but they do have a fitness club close by with a spa, which is very convenient. I also love how the room has individual climate controls! Very neat! Also handy that there is an iHome in the room. I'm usually stuck using just a regular alarm clock radio at other hotels. I will most likely stay in this hotel another time. It was a wonderful experience!
"
deceptive,talbott,positive,MTurk,"I was visiting relatives in Chicago and wanted to stay in a hotel that emphasized luxury and was also environmentally friendly, and the Talbott seemed to fit the bill. I also couldn't help but notice all the positive reviews online. I figured I couldn't go wrong and I am happy to report the positive reviews are true. First of all check in was a breeze. I love their online reservation system. It was easy to use and the information presented was quick and accurate. Once I arrived in Chicago I was greeted by Tim at the door and I immediately felt like wanted and liked. The receptionist was very polite and when she heard I was visiting Chicago for the first time, she upgraded my Deluxe King to an Executive King. Score! The room was just as advertised, luxurious and convenient. It was also exceptionally clean and this is very important to me because I am paranoid of germs and bed bugs. Most importantly though, I got a good night's sleeep because the bed and pillows were super soft, but firm enough to help support my back. I also used the Equinox Fitness Club and, wow, what a club. This is another great amenity of the Talbott and easily beats other hotels skimpy workout centers. My check-out was quick, easy, and painless. This hotel gets my highest recommendation. The facilities are immaculate and modern with the recent upgrade, the staff is ultra-friendly and competent, and the location was perfect for my needs. 
"
deceptive,talbott,positive,MTurk,"My stay at the Talbott was a wonderful experience. The service at this upscale hotel was beyond my expectations, the Gold Coast location is close to Michigan Ave, the museums, and many of the other sites Chicago has to offer.If you are visiting Chicago, I highly recommend the Talbott!
"
deceptive,talbott,positive,MTurk,"The Talbot hotel is an elegant place to take you wife or husband for a weekend getaway. The personally yours romantic package was fabulous. Upon check in we opened our room door and found a romantic atmosphere. There was rose pedals and luxurious bathrobes. We felt like it was our honey moon all over again. 
"
deceptive,talbott,positive,MTurk,"'Classy','Decent' and 'Serene'. these words clearly define the totality of my stay at the talbott hotel in the heart of chicago. the hustle and bustle of the city did little to affect the conducive atmosphere for relaxation provided by this posh hotel. the lounge was so welcoming and flashes of smiles from every angle.the staff from the bell-boy to the managers were polite, helpful and responsive to my needs. the room service was classy and to cap it all the beds were just as comfortable as back home, making the talbott a home away from home. my wife and i enjoyed the t-rex experience and learnt a lot about the city of chicago and what it has got to offer. believe me we will return with the kids because the talbott is family oriented and friendly to kids. it felt very safe. anytime we are in chicago the talbott is gonna be our home away from home!
"
deceptive,talbott,positive,MTurk,"The rates at The Talbott Hotel were cheaper than I had expected, and that was my reason for booking a room. I had been prepared for service and a room similar to what I had experienced in the past, and I was quite pleased when I did stay. The room was neat and clean, and the halls were quiet at night. The traffic noise was muffled to the point where it was no problem sleeping either. I did ask one question at the service desk and they answered it nicely, which is good because normally hotel workers can be a bit snippy, especially at night. Overall I had no problems with The Talbott Hotel and I would stay at this here again if I were in the area a second time.
"
deceptive,talbott,positive,MTurk,"I really loved my stay at the Talbott. My room was amazing! The bathroom (and I am VERY picky about hotel bathrooms) had ample room for all of my stuff, which is a bonus for me. The staff treated me really well and they were very friendly. I was afraid that I'd get a little lost, since it was my first trip to Chicago, but the staff helped me navigate to the downtown area (Rush St./Michigan Ave.-- which are *very* close by). The hotel reminded me of those I'd stayed at in Europe. The room service is 24 hours, which for me, was a bonus because I am up mostly during the nights. This is the *only* place I will ever stay if I visit Chicago again. For a single woman traveling alone to a strange city, this hotel made me feel very safe and comfortable.
"
deceptive,talbott,positive,MTurk,"My husband and I decided to plan a romantic get-away for our one year anniversary when we stumbled upon the Talbott Hotel in Chicago. We decided to book the 'Personally Yours Romance Package' for our stay. When we arrived at the hotel, the staff was very friendly and approachable. The personalized key cards we received upon check-in were a wonderful touch. Each night, we would return to our suite to find the linens turned down and rose petals scattered across the bed. The personal concierge even helped me plan a special outing for my husband and I to see a Chicago Cubs baseball game. I would recommend this hotel to anyone planning a weekend away.
"
deceptive,talbott,positive,MTurk,"At first my husband and I were really excited for our family to enjoy the T-Rex Experience package. We figured it would be a great deal package even though the hotel itself felt too 'ritzy' for us to travel with our four children. But after two nights of downtown Chicago fun we realized that The Talbott transcends it's ritzy look and truly embraces a family friendliness which we thoroughly enjoyed.
"
deceptive,talbott,positive,MTurk,"The Talbott Hotel is fantastic! I stayed there on business and found that it met my every need. The high speed internet access worked flawlessly; allowed me to do much of my work from the comfort of my luxuriously appointed room. I really like to exercise before a day of meetings; access to the fitness club next door was very convenient. Last point: I work for a green consulting firm out of L.A. and the hotel's environmental credentials dovetailed perfectly with our mission. Guilt free luxury!
"
